ID,AUTHOR_ID,LINK,CONTENT,ZAN,ZHUANFA,PINGLUN,TIME
3237,4,https://www.facebook.com/PeoplesDaily/posts/5154223191296123,"In Myanmar's Wingabaw Elephant Camp, a newborn baby elephant nestled close to his mother. The staff on the side is feeding them with water, as the two-day-old baby is playing happily under the protection of his mother.",0,16,12,2022-01-25 14:02:18
3238,4,https://www.facebook.com/watch/?v=975268299758543,"#OnThisDay: With the sweet smell of making malt sugar candy, Chinese people embrace the Little New Year, or Xiao Nian, usually a week before the #LunarNewYear. It is also known as the Festival of the Kitchen God, the deity who oversees the moral character of each household.收起",100,303,0,2022-01-25 14:02:30
3239,4,https://www.facebook.com/watch/?v=300140201969534,"Surrounded by steep mountains on both sides, Yanjin County in Zhaotong, SW China's Yunnan, is famed for its elongated layout.收起",1408,0,53,2022-01-25 14:02:46
3240,4,https://www.facebook.com/PeoplesDaily/posts/5153698108015298,"Thousands of Americans from across the country on Sunday gathered in the nation's capital for a march against #vaccine mandates and other pandemic restrictions, as Americans were frustrated and fatigued by the recent surge in COVID-19 cases and the overall pandemic.",220,11,23,2022-01-25 14:03:06
3241,4,https://www.facebook.com/PeoplesDaily/posts/5153646674687108,Enjoy the stunning landscape of Liuhuang Valley in Qilian Mountains National Park in NW China's Qinghai Province.,194,3,0,2022-01-25 14:03:22
3242,4,https://www.facebook.com/PeoplesDaily/posts/5153510344700741,"#CutenessOverload! A newborn tiger cub gets some unique New Year attire in Changzhou, E China's Jiangsu. #yearofthetiger Follow us on twitter @PDChina for more!",0,57,18,2022-01-25 14:03:34
3243,4,https://www.facebook.com/watch/?v=1291193301349797,"A team from China's Fudan University has developed a training analysis system based on artificial intelligence (#AI) to assist in performance assessments of winter sports athletes taking part in the Beijing 2022 Winter Olympic Games, which will begin on Feb 4.收起",196,1347,5,2022-01-25 14:03:44
3244,4,https://www.facebook.com/PeoplesDaily/posts/5152871404764635,"In pics: Winter vibes are in full swing at the Huanghuacheng Lakeside Great Wall, where the falling snow has built a silver landscape.",640,14,7,2022-01-25 14:03:57
3245,4,https://www.facebook.com/PeoplesDaily/posts/5153297058055403,Chinese President #XiJinping on Monday chaired a meeting of the Political Bureau of the CPC Central Committee.,192,1,6,2022-01-25 14:04:10
3246,4,https://www.facebook.com/watch/?v=369345798332671,Artist from SW China's Sichuan creates more than 500 tiger-themed pictures to celebrate the coming Year of the Tiger.收起,441,4185,24,2022-01-25 14:04:53
3247,4,https://www.facebook.com/PeoplesDaily/posts/5152635711454871,The Central Bank of #Russia has stopped the purchase of foreign currency in order to increase the predictability of the actions of monetary authorities and reduce the volatility of financial markets.,207,2,3,2022-01-25 14:05:07
3248,4,https://www.facebook.com/PeoplesDaily/posts/5152298121488630,"Enjoy the beautiful view of the Karoo Desert National Botanical Garden in Worcester, South Africa. The 154-hectare Karoo Desert National Botanical Garden cultivates and displays a wide variety of plants endemic in arid and semi-arid environments.",796,11,0,2022-01-25 14:05:20
3249,4,https://www.facebook.com/PeoplesDaily/posts/5149959178389191,"Are you a fan of Luosifen? The river-snail rice noodle, known for its pungent smell, saw its industry annual sales revenue topping 501 million yuan in its hometown of Liuzhou, south China's Guangxi, with that of Luosifen in bags exceeding 1.51 million yuan, up 38.23% YoY.",645,9,4,2022-01-24 13:30:00
3250,4,https://www.facebook.com/watch/?v=330949905418854,"The jellyfish-like street lamp illuminates and adorns the city of Chongqing, southwest China.",1946,0,48,2022-01-24 13:00:00
3251,4,https://www.facebook.com/PeoplesDaily/posts/5149973425054433,"Plum blossoms send forth their fragrance in the West Lake scenic area of Hangzhou, east China's Zhejiang.",967,28,9,2022-01-24 12:15:00
3252,4,https://www.facebook.com/watch/?v=451982653232958,"A turquoise color lake with an island unfolds along the north section of a newly-open expressway in Nyima County, southwest China's Tibet Autonomous Region, adding a camera-worthy location for shutterbugs.收起",168,2183,9,2022-01-24 11:30:00
3253,4,https://www.facebook.com/PeoplesDaily/posts/5149867041731738,People across the world buy decorations for the upcoming Chinese Lunar New Year.,918,25,10,2022-01-24 11:00:00
3254,4,https://www.facebook.com/PeoplesDaily/posts/5150085225043253,President Xi Jinping on Monday exchanged congratulatory messages with Israeli President Isaac Herzog to celebrate the 30th anniversary of the establishment of diplomatic relations between the two countries.,114,5,3,2022-01-24 10:31:00
3255,4,https://www.facebook.com/PeoplesDaily/posts/5149902285061547,Layered frost flowers and frozen waterfalls trigger a flashback to the ice age in Alihe National Forest Park of north China’s Inner Mongolia.,0,16,5,2022-01-24 10:00:00
3256,4,https://www.facebook.com/PeoplesDaily/posts/5149755551742887,"French postal service company La Poste on Saturday issued two stamps to celebrate the upcoming Chinese Lunar New Year of Tiger, which starts on Feb. 1.Featuring a crouching tiger on a red background, one stamp applies to the domestic mail service in France for a face value of 1.16 euros.The other, with a standing tiger looking to the distance on a blue background, has a denomination of 1.65 euros for international mail service.Paris-based Chinese artist Chen Jianghong, designer of the stamps, said the two tigers represent respectively strength and hope. (Xinhua)",167,8,0,2022-01-24 09:30:00
3257,4,https://www.facebook.com/PeoplesDaily/posts/5136014779783631,"A six-legged ski robot made by Shanghai Jiao Tong University has recently completed tests on snow tracks in Shenyang, NE China's Liaoning. The ski robot attained a speed of more than 10 meters per second on an 18-degree snow track of over 400 meters. #Beijing2022",222,7,8,2022-01-24 09:00:00
3258,4,https://www.facebook.com/watch/?v=356176162607350,"Zhang Bo, a teacher of Zhejiang Chinese Medical University in Hangzhou, east China’s Zhejiang, draws the anatomy of human body on board to clearly show body parts to his students.收起",205,3876,13,2022-01-24 08:30:00
3259,4,https://www.facebook.com/PeoplesDaily/posts/5149077828477326,"Airports on the Chinese mainland handled more than 3.83 million outbound passenger flights in 2021, up 7.21 percent year on year, according to an industry report.",172,5,0,2022-01-24 06:30:00
3260,4,https://www.facebook.com/PeoplesDaily/posts/5148917865159989,"This ""chopsticks building"" is a unique architectural design in SW China's Chongqing.",0,37,26,2022-01-24 05:30:00
3261,4,https://www.facebook.com/PeoplesDaily/posts/5148848201833622,"Armenian President Armen Sarkissian on Sunday resigned from his position, citing limitations on presidential powers that make it tough for the office bearer to deliver.",99,7,5,2022-01-24 04:00:00
3262,4,https://www.facebook.com/PeoplesDaily/posts/5148667508518358,China's Wang Chuqin and Wang Manyu took the men's and women's singles titles respectively on Sunday at the World Table Tennis (WTT) Champions Macao 2021 China Stars.,255,5,2,2022-01-24 03:00:00
3263,4,https://www.facebook.com/PeoplesDaily/posts/5147795031938939,"China’s total output of raw coal increased by 4.7% year on year to 4.07 billion tonnes, a higher output amid its efforts to ensure energy supply, according to data from the National Bureau of Statistics.",423,10,5,2022-01-24 02:00:00
3264,4,https://www.facebook.com/PeoplesDaily/posts/5146051378779971,"The cold can’t bother pandas anyway! Giant panda twin sisters, Mengbao and Mengyu, were frolicking and playing in the snow at #Beijing Zoo after a snowfall hit the city on Saturday.",0,75,17,2022-01-23 15:30:00
3265,4,https://www.facebook.com/watch/?v=446927696852886,Smallest full moon in 2022! A Chinese photographer captured the moment of an aircraft passing through the first and smallest full moon of 2022 on Jan 18. Wish you a happy family reunion in the upcoming #LunarNewYear!收起,305,5632,2,2022-01-23 15:30:00
3266,4,https://www.facebook.com/PeoplesDaily/posts/5145457368839372,"The #Beijing2022 opening ceremony rehearsal was conducted at ""Bird Nest"" Sat. About 4,000 participants took part in the all-factor rehearsal. The opening ceremony, slated to be held on Feb 4, aims to express the aspiration of building a community with a shared future for mankind.",222,7,3,2022-01-23 14:30:00
3267,4,https://www.facebook.com/PeoplesDaily/posts/5145239555527820,"Red lanterns set for the upcoming Chinese Lunar New Year are seen at Thean Hou Temple in Kuala Lumpur, Malaysia, Jan. 22, 2022. (Xinhua)",741,40,10,2022-01-23 10:30:00
3268,4,https://www.facebook.com/PeoplesDaily/posts/5145206382197804,"China endeavors to make winter sports accessible in all seasonsAs winter sports infrastructure in China constantly improves, ice and snow sports are no longer restricted to low-temperature environment in winter, and ski and skating enthusiasts in the country can now enjoy winter sports whenever they want at indoor facilities.The Beijing 2022 Olympic and Paralympic Winter Games, which will soon kick off, have greatly fueled people’s enthusiasm for ice and snow sports and created historic opportunities for their development in China.In recent years, regions across China have built new facilities, created new scenarios and developed new projects for ice and snow sports through scientific and technological means, making ice and snow sports available to citizens in all seasons.In China’s capital city Beijing, many citizens can have fun skiing on ski simulators near their homes; in southwest China’s Chongqing municipality, ski enthusiasts can ski freely on dry ski slopes; and in Jilin city, northeast China’s Jilin province, residents are able to enjoy winter sports at a ski resort converted from an air-raid shelter project all year round.China’s goal of involving 300 million people in winter sports couldn’t have been achieved without the country’s efforts to construct and improve relevant facilities.In the past, China only had a few ice and snow sports fields and facilities, which were small in scale and provided uneven services, and therefore were unable to suit the development needs of winter sports.Just a few years ago, Shijingshan district of Beijing had no ice rink or ski slope, said Liu Xiaodan, vice president for business at the sports school of Shijingshan district, adding that when the school first organized on-ice training for students, it had to use the outdoor facilities of other districts in Beijing.In recent years, Shijingshan district has increased financial input and attracted investment in winter sports, establishing facilities including an ice and snow sports center for citizens and a dry ski center. With these facilities, students of the sports school can now receive ice and snow sports training near their school.In an effort to popularize winter sports and develop relevant fitness and leisure activities, various regions in China have actively built fields and facilities for winter sports, including outdoor ice rinks and ski resorts as well as portable ice rinks, meeting the growing demands of people for ice and snow sports.Recently, a several-centimeter-thick dry ski mat made of special materials has won favor with consumers as it is easy to carry and use and is very practical.The application of special materials to winter sports, represented by the dry ski mat, has freed winter sports from dependency on seasons and facilities.Portable alternative materials and facilities have broken the constraints of time and space on winter sports and diversified the scenarios of these sports, allowing people to skate and ski whenever they want.In many regions, residents can take part in ice and snow sports activities in urban areas, learn winter sports skills in shopping malls, and experience the fun of these sports in parks and communities. Relevant activities and facilities have greatly increased public awareness of and participation in ice and snow sports.As the Beijing 2022 Olympic and Paralympic Winter Games approach, the country is enveloped in an atmosphere of winter sports. More and more people find pleasure in ice and snow sports, which have been gradually integrated into people’s daily life.It is believed that the Beijing 2022 will further stimulate the development of ice and snow sports in China. (By Pan Junqiang, People’s Daily)",196,9,1,2022-01-23 09:29:00
3269,4,https://www.facebook.com/PeoplesDaily/posts/5144056998979409,"Squirrels were foraging and playing in the trees, enjoying the winter sunshine in Shenyang, NE China's Liaoning.",0,53,15,2022-01-23 06:00:00
3270,4,https://www.facebook.com/PeoplesDaily/posts/5144050225646753,"The first liquefied natural gas refueling terminal in the Three Gorges area of Yangtze River will soon be up and running in Yichang, C China's Hubei Province. The project is expected to provide clean energy for ships and reduce air pollution.",329,12,0,2022-01-23 04:00:00
3271,4,https://www.facebook.com/PeoplesDaily/posts/5143414435710332,"Former Malaysian Prime Minister Mahathir Mohamad, 96, has been hospitalized for cardiac care, a spokesman from his office said Saturday.",357,10,31,2022-01-23 01:44:00
3272,4,https://www.facebook.com/PeoplesDaily/posts/5143407232377719,"Beijing on Saturday classified a residential compound in Fengtai District as high-risk for COVID-19, local health authorities said, after the city registers 8 confirmed local cases in 14 days.",206,3,2,2022-01-23 00:42:00
3273,4,https://www.facebook.com/PeoplesDaily/posts/5143287269056382,Gotcha! A barn owl is surprised as a pheasant looked to hitch a ride on its back.,0,347,107,2022-01-22 23:30:00
3274,4,https://www.facebook.com/PeoplesDaily/posts/5141426025909173,"Immerse yourself in the dazzling light and the beautiful night view at Dongpo District in Meishan, southwest China’s Sichuan Province.",779,35,7,2022-01-22 20:30:00
3275,4,https://www.facebook.com/watch/?v=1321091915023843,"Physics can be fun! Xia Zhendong, a physics teacher in Jingdezhen, east China's Jiangxi province, demonstrated the power of lasers to students in class.收起",783,0,29,2022-01-22 19:30:00
3276,4,https://www.facebook.com/PeoplesDaily/posts/5141641365887639,"A giant tiger sculpture is unveiled at the Three Gorges square in Shapingba District, Chongqing, Jan. 21. As the Year of the Tiger is approaching, the sculpture has attracted lots of visitors.",0,53,18,2022-01-22 18:30:00
3277,4,https://www.facebook.com/PeoplesDaily/posts/5141488579236251,"Tibetan antelopes and wild yak are pictured in Hoh Xil, northwest China's Qinghai Province, Jan. 20.",524,24,0,2022-01-22 17:30:00
3278,4,https://www.facebook.com/watch/?v=3081575908765362,A happy drifting game on the self-balancing scooter.,1049,0,32,2022-01-22 16:30:00
3279,4,https://www.facebook.com/PeoplesDaily/posts/5141405385911237,The United Nations Postal Administration on Friday issued a special-event stamp sheet to celebrate the Chinese Lunar New Year. The stamp sheet consists of 10 stamps with a denomination of $1.30 each. (Photo: UN),263,7,7,2022-01-22 15:30:00
3280,4,https://www.facebook.com/watch/?v=444311637176258,"Pick up the wax apples and enjoy the abundance of sweet, crunchy and refreshing natural treats.",2112,0,52,2022-01-22 14:30:00
3281,4,https://www.facebook.com/PeoplesDaily/posts/5140977255954050,"Since their arrival in September 2017, giant pandas ""Cai Tao"" and ""Hu Chun"" have been the stars of Taman Safari Bogor in Indonesia. They will be spending their fifth Spring Festival at the animal theme park.",0,25,5,2022-01-22 13:30:00
3282,4,https://www.facebook.com/PeoplesDaily/posts/5140572869327822,"Artist Wang Zhanwen displays a piece of tiger-shaped Ru porcelain in Daying Township of Baofeng County, central China's Henan Province on Jan. 20, 2022. Baofeng County is famous for producing Ru porcelain. Artists here started to create porcelain works themed on the Year of the Tiger to greet the coming Chinese Lunar New Year, which will fall on Feb. 1, 2022.",240,6,5,2022-01-22 09:30:00
3283,4,https://www.facebook.com/PeoplesDaily/posts/5139889582729484,"Iranian and Russian presidents have discussed ways to further promote nuclear cooperation, including construction of new units at Iran's Bushehr nuclear power plant, said Behrouz Kamalvandi, spokesman for Atomic Energy Organization of Iran (AEOI)",94,1,3,2022-01-22 08:00:00
3284,4,https://www.facebook.com/PeoplesDaily/posts/5139688636082912,"An art piece of a wall decorated with flowers was erected in Hangzhou, E China's Zhejiang province.",0,47,10,2022-01-22 07:00:00
3285,4,https://www.facebook.com/PeoplesDaily/posts/5139422766109499,"Enjoy the stunning view of Ilgaz Mountain covered in snow in Kastamanu, Turkey on January 21, 2022. Follow us on twitter @PDChina for more!",259,7,4,2022-01-22 06:00:00
3286,4,https://www.facebook.com/PeoplesDaily/posts/5139408256110950,"The World Economic Forum (WEF) announced its Annual Meeting will take place in Davos-Klosters, Switzerland from May 22-26, 2022, under the theme of Working Together, Restoring Trust.",85,2,0,2022-01-22 05:00:00
3287,4,https://www.facebook.com/PeoplesDaily/posts/5139063369478772,"8 people were arrested with 89 public servants punished for being responsible of several serious incidents during heavy rainstorms in C China's Henan Province in July 2021, said a statement from local authorities on Friday.",181,2,2,2022-01-22 04:00:00
3288,4,https://www.facebook.com/watch/?v=658038788878620,"22-month-old gentle giant ""kitten"" Kefir has become an online celebrity for its whopping size. The Maine Coon cat weighs around 26.5 pounds and is expected to grow till 3 to 4 years old.收起",1494,0,101,2022-01-22 03:00:00
3289,4,https://www.facebook.com/PeoplesDaily/posts/5138755846176191,"Rare elephant twins were seen shortly after they were born to the Winds II elephant family in the Samburu National Reserve, Kenya on January 20, 2022. In the elephant world, twin births are very rare, only accounting for 1% of elephant births.",0,72,30,2022-01-22 02:00:00
3290,4,https://www.facebook.com/watch/?v=721411952108885,"Eight horses were spotted running free in the streets of Ningxia, NW China. The local police managed to take them back to the breeder overnight.收起",473,7462,16,2022-01-22 01:00:00
3291,4,https://www.facebook.com/PeoplesDaily/posts/5138536842864758,Feast your eyes with the beautiful #sunrise at Wugong Mountain in E China's Jiangxi province.,426,14,5,2022-01-22 00:00:00
3292,4,https://www.facebook.com/watch/?v=3212311882325367,"Situated in east China's #Jiangxi Province, Wangxian Valley is renowned for its sea of clouds and the little cottages built along the steep cliffs. #AmazingChina收起",798,0,32,2022-01-21 23:00:00
3293,4,https://www.facebook.com/PeoplesDaily/posts/5138357256216050,"Chinese President Xi Jinping on Friday presented seven military and armed police officers with certificates of order, promoting them to the rank of general, the highest for officers in active service in China.",245,2,10,2022-01-21 22:00:00
3294,4,https://www.facebook.com/PeoplesDaily/posts/5137286756323100,Festive light installations illuminate Chongqing in southwest China before the Spring Festival.,374,16,5,2022-01-21 20:30:00
3295,4,https://www.facebook.com/PeoplesDaily/posts/5137274406324335,"A new expressway running between Kunming City and Chuxiong Yi Autonomous Prefecture in southwest China’s Yunnan Province opened to traffic on Friday. With a stretch of over 106 km, the two-way six-lane road has a speed of 100 km/h and will hugely benefit road trip lovers that plan to visit famous tourist spots including Dali, Lijiang and Shangri-La.",419,9,7,2022-01-21 20:00:00
3296,4,https://www.facebook.com/watch/?v=1020050175381876,"A Chinese desert cat has been released back to nature at Qilian Mountain National Park, NW China’s Qinghai, after passing wild survival assessments. It is world’s 1st Chinese desert cat released after amputation surgery. The cat was rescued at 5 months old on Oct 10, 2021.收起",361,0,4,2022-01-21 19:30:00
3297,4,https://www.facebook.com/PeoplesDaily/posts/5137359982982444,"China-developed Wing Loong-1E all-composite multipurpose large UAV has successfully completed maiden flight, according to Aviation Industry Corporation of China.",732,9,4,2022-01-21 19:00:00
3298,4,https://www.facebook.com/PeoplesDaily/posts/5137297256322050,"Nearly 80 artificial reefs have been sunk into the sea off Yalong Bay in Sanya City, south China’s Hainan Province to help the restoration of the marine ecology. These bionic reefs are made of ecological friendly materials and are conducive to the growth of coral larvae and other micro marine creatures.",0,12,0,2022-01-21 18:30:00
3299,4,https://www.facebook.com/PeoplesDaily/posts/5137259709659138,"The burgeoning development of bamboo incense stick making in Yongzhou City, central China’s Hunan Province throws local incense making workers into a busy yet lucrative period ahead of the Chinese Lunar New Year of the Tiger.",293,10,0,2022-01-21 18:00:00
3300,4,https://www.facebook.com/watch/?v=889766045052800,"This dreamy scene has the magic to help people unwind. Mom from Hangzhou, east China's Zhejiang captured her baby's first interaction with a dolphin.收起",2429,0,36,2022-01-21 17:30:00
3301,4,https://www.facebook.com/PeoplesDaily/posts/5136292893089153,"China’s first 24-hour unmanned bus has started trial operation in Wuhan, central China’s Hubei. Covered with the pattern of Wuhan’s landmark Yellow Crane Tower, the Level 4 self-driving bus has 360-degree surrounding sensing ability and can autonomously avoid barriers.",0,123,47,2022-01-21 17:00:00
3302,4,https://www.facebook.com/PeoplesDaily/posts/5136989989686110,"Villagers in Rongcheng City, east China’s Shandong Province, air-dry fishes to meet the surging market demands as the Spring Festival approaches.",0,14,12,2022-01-21 16:30:00
3303,4,https://www.facebook.com/PeoplesDaily/posts/5136997766351999,"Life needs flower! People in Qingdao City, east China’s Shandong Province, visit the market to buy flowers for new-year house decoration.",0,21,0,2022-01-21 16:00:00
3304,4,https://www.facebook.com/PeoplesDaily/posts/5136992323019210,"Rows of noodles dangle in the wind, as people of Sansheng Township, southwest China’s Chongqing, are busy airing hand-made noodles in the open air.",306,7,0,2022-01-21 15:30:00
3305,4,https://www.facebook.com/watch/?v=306106491570543,"Advection fog occurred in Guiyang city, SW China’s Guizhou province, on Jan 18. Follow the drone to roam in the fairyland-like scenery.收起",192,2249,10,2022-01-21 15:00:00
3306,4,https://www.facebook.com/PeoplesDaily/posts/5136988319686277,"A new addition to your travel bucket list! From cascading Huangguoshu Waterfall, towering Mount Fanjingshan, breathtaking Zhijin Cave to Qiandongnan Miao and Dong Autonomous Prefecture in southwest China’s Guizhou overwhelms visitors with its striking cultural and natural beauty.",945,25,6,2022-01-21 14:33:00
3307,4,https://www.facebook.com/PeoplesDaily/posts/5136097013108741,"The more, the merrier! Siberian tigers enjoy outdoor fun in Shenzhen Safari Park, south China’s Guangdong province.",0,45,0,2022-01-21 10:30:00
3308,4,https://www.facebook.com/PeoplesDaily/posts/5135967926454983,"China has launched a total of 1.425 million #5G base stations by 2021. The gigabit optical network has covered 300 million households nationwide and all 512,000 administrative villages across China have been connected to broadband internet services last year: MIIT, Thursday",192,17,3,2022-01-21 10:01:00
3309,4,https://www.facebook.com/PeoplesDaily/posts/5136101636441612,"Gorgeously blooming cherry flowers light up the cityscape of Zhangping, southeast China's Fujian Province.",0,35,14,2022-01-21 09:30:00
3310,4,https://www.facebook.com/PeoplesDaily/posts/5135996666452109,"#PeoplesDailyComments: Xi’s calls on world to work together for better post-COVID world at virtual Davos meetingChinese President Xi Jinping attended and addressed the 2022 World Economic Forum (WEF) virtual session in Beijing on Jan. 17, providing China’s answers to the question of how to beat the pandemic and how to build the post-COVID world from the perspectives of history and philosophy.He elaborated upon the right direction in which the international community can work jointly to defeat the pandemic, the ultimate solution to promoting steady recovery of the world economy, practical approach to bridging the development divide and suggestions for countries to get along with each other.His remarks showed China’s firm determination to work together with the rest of the world to survive the trying times and jointly create a better post-COVID world.“As a Chinese saying goes, ‘The momentum of the world either flourishes or declines; the state of the world either progresses or regresses.’ The world is always developing through the movement of contradictions; without contradiction, nothing would exist. The history of humanity is a history of achieving growth by meeting various tests and of developing by overcoming various crises. We need to move forward by following the logic of historical progress, and develop by riding the tide of development of our times,” said Xi at the virtual session.Xi’s insightful remarks embody the scientific methodology of dialectical materialism, providing important guidance for grasping the trend of history and riding the waves of the times in the turbulent international situation.Klaus Schwab, founder and executive chairman of the WEF, believes that Xi’s speech pointed the way to a better future for China and the world.In the face of profound and extensive changes of the times, countries can only see clearly the right direction for human society through the “telescope” of history.Although the once-in-a-century pandemic has created many obstacles to the communication between peoples of different countries, facts have shown once again that countries are not riding separately in some 190 small boats, but are rather all in a giant ship on which their shared destiny hinges. Only through cooperation can they usher in a brighter future.The recovery and development of the world economy are faced with many constraints, but economic globalization has never and will not veer off course. Only by building an open world economy can countries fully unleash the vitality of the world economy.Although problems like a widening North-South gap, divergent recovery trajectories, development fault-lines and technology divisions become more prominent, mankind’s beautiful dream of common development will never fade. Only by adhering to a people-centered philosophy of development can countries realize balanced development worldwide and revitalize global development.Despite the resurgence of Cold War mentality, protectionism and unilateralism, peaceful development and win-win cooperation remain the right way forward for humanity. Different countries and civilizations can open up new space for global peaceful development only by prospering together on the basis of respect for each other, and seeking common ground and win-win outcomes by setting aside differences.In the face of the profound and sweeping changes of the times, the international community must forge ahead with confidence and fortitude and push the wheel of history toward a brighter future with practical actions.To take the initiative in the course of history, countries must pluck up the courage to overcome stubborn resistance and strong countercurrents along the way for a better future.“We need to learn from comparing long history cycles, and see the change in things through the subtle and minute. We need to foster new opportunities amidst crises, open up new horizons on a shifting landscape, and pool great strength to go through difficulties and challenges,” Xi said at the event. He encouraged the international community to face the issues of the times and create a better future with actions.Crises and opportunities are interconnected and dialectically united. Only by figuring out the way forward, grasping the general trend, observing the situation through dialectical thinking, gaining a deep understand of opportunities and challenges and actively creating conditions can countries turn crises into opportunities.Since the outbreak of COVID-19, people from various countries have supported and helped each other, showing humankind’s courage, resolve and compassion in front of a major crisis and kindling a flame in the dark hour.To build a better post-COVID world, the international community also needs to join hands to surmount all kinds of obstacles on the way forward with courage and strong will.Throughout the history of humanity, human society has managed to progress no matter what kinds of risks, disasters or countercurrents were along the way. Humanity shall and will continue to stride forward. As long as various parties follow the trend of history, embrace cooperation to defeat the virus, resolve various risks, bridge the development divide, and discard Cold War mentality, the international community will certainly create a better post-COVID world. (By He Yin, People’s Daily)",122,12,0,2022-01-21 09:00:00
3311,4,https://www.facebook.com/watch/?v=296887502475644,"The total installed capacity of China's #photovoltaic power newly connected to the grid in 2021 topped 53 million kW, ranking first in the world for 9 consecutive years. By the end of 2021, the total installed capacity of PV connected to grid reached 306 mln kW: official data收起",219,3717,13,2022-01-21 08:11:00
3312,4,https://www.facebook.com/watch/?v=256735419910630,The roaring Hukou Waterfall of the Yellow River in central China enchants tourists into either awed silence or aspired exclamation!收起,114,2249,4,2022-01-21 08:00:00
3313,4,https://www.facebook.com/watch/?v=465033825296020,"Thousands of fish jumped one after another from the water, and the dense school of fish almost covered the Dongting Lake in C China's Hunan. Volunteers with the East Dongting Ecological Protection Association shot this rare footage when they patrolled the lake by boat.收起",346,0,10,2022-01-21 07:00:00
3314,4,https://www.facebook.com/PeoplesDaily/posts/5135208256530950,"Abdulla Shahid, President of the 76th United Nations General Assembly and Foreign Minister of Maldives, confirmed Thur. his attendance at the opening ceremony of the Beijing Winter Olympics.",97,2,8,2022-01-21 06:00:00
3315,4,https://www.facebook.com/PeoplesDaily/posts/5135115206540255,Chinese scientists on Thursday published the country's lunar rover travelogue of its first two years of service that depicted the unique and untrodden moonscape on the moon's far side.,304,18,6,2022-01-21 05:00:00
3316,4,https://www.facebook.com/watch/?v=608497416895431,Video shows Tonga gears up for recovery after the massive volcanic eruption wiped out the entire islands over the weekend.收起,290,6670,19,2022-01-21 04:00:00
3317,4,https://www.facebook.com/watch/?v=336793728453266,Late winter snow dusted the forbidden city in #Beijing with several inches of fresh powder on the last solar term-- Dahan-- in the 2021 Lunar Year.  Follow us on twitter @PDChina for more!收起,247,3084,12,2022-01-21 03:00:00
3318,4,https://www.facebook.com/PeoplesDaily/posts/5134373803281062,"China, Russia and Iran held their second round of joint naval drills in the Gulf of Oman from Tuesday to Thursday this week, China's Defense Ministry confirmed on Thursday.",155,9,6,2022-01-21 02:00:00
3319,4,https://www.facebook.com/PeoplesDaily/posts/5134281826623593,"Some resorts on the western coast of #Tonga have completely disappeared after the tsunami, and no new casualties were reported, said a senior economical official on Thursday, adding the country is facing fresh water shortages.",761,11,11,2022-01-21 01:00:00
3320,4,https://www.facebook.com/PeoplesDaily/posts/5134174556634320,"Tiger-shaped steamed buns, also known as huamo, become popular in some Chinese regions as the Lunar New Year approaches. #YearOfTheTiger",320,23,6,2022-01-21 00:00:00
3321,4,https://www.facebook.com/PeoplesDaily/posts/5134041413314301,"Feast your eyes with the vivid scenes of small birds foraging and playing among the plum blossoms by the river in Guiyang, SW China's Guizhou province.",0,53,16,2022-01-20 23:00:00
3322,4,https://www.facebook.com/PeoplesDaily/posts/5133900073328435,"Beijing city has seen its first snow of 2022 right on the first day of the Major Cold, the last solar term of a year on the Chinese lunar calendar, marking the dead of winter and ushering in the Chinese New Year.",358,14,3,2022-01-20 22:00:00
3323,4,https://www.facebook.com/watch/?v=240552834898159,"Eye-pleasing and mouth-watering, a pot of steaming cured meat comforts diners during cold winter days.收起",701,0,17,2022-01-20 20:30:00
3324,4,https://www.facebook.com/PeoplesDaily/posts/5131526460232463,"Winter-specific view! Low temperature freezes the waterfalls in Wenchuan, southwest China’s Sichuan Province into curtains of ice.",369,10,7,2022-01-20 20:00:00
3325,4,https://www.facebook.com/watch/?v=741659926833417,"What things can be made of wood? In the hands of An Xu, a Chinese young man from Zunyi, SW China's Guizhou, wood can be turned into a jewelry box, a baby bed and a waterwheel toy.收起",343,0,21,2022-01-20 19:30:00
3326,4,https://www.facebook.com/PeoplesDaily/posts/5131723943546048,"Red lanterns have been hung up at the world heritage site of Fujian Tulou in southeastern China, bringing the new year vibe into the ancient construction.",636,22,6,2022-01-20 19:00:00
3327,4,https://www.facebook.com/watch/?v=333134215345635,"This #robot pharmacy at a hospital in Changsha, central China's Hunan, improves efficiency and makes life intelligent.收起",214,0,13,2022-01-20 18:30:00
3328,4,https://www.facebook.com/PeoplesDaily/posts/5132447516807024,"Snowflakes fall upon the Forbidden City in Beijing on January 20, 2022, which marks Major Cold, the last solar term in the Chinese lunar calendar.",307,20,6,2022-01-20 18:00:00
3329,4,https://www.facebook.com/PeoplesDaily/posts/5131529403565502,"Stunning folk art performances including the lion and dragon dance in Xuyi County, east China’s Jiangsu Province, flood to give you a taste of China’s Spring Festival.",258,11,0,2022-01-20 17:31:00
3330,4,https://www.facebook.com/watch/?v=4937799129668573,Life has no limitations: A young man who lost his leg in a car accident smiles in difficulties and enjoys life with full passion.收起,254,0,6,2022-01-20 17:00:00
3331,4,https://www.facebook.com/PeoplesDaily/posts/5131720433546399,"College students in Lanzhou, northwest China's Gansu Province, bring life to mundane clay by sculpturing them into extraordinary artworks.",338,19,0,2022-01-20 16:30:00
